name,gender,age,standard,caste,dropoutStatus,dropoutReason,dropoutPrediction,dropoutFeedback
Mayne Covey,Male,61,6,ST,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,5,vel est donec odio justo sollicitudin ut suscipit a feugiat et
Raynor Jotham,Male,98,6,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Fernandina Aiskovitch,Female,21,11,ST,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,2,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
Rosalia Sturgeon,Female,17,1,OBC,false,depression,4,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
Brinn Cowdry,Genderfluid,85,3,SC,false,stationery,0,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
Frederik Clemencet,Male,55,0,General,true,etc.) Financial constraints Family issues (e.g.,3,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
Chen Wrettum,Male,59,11,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,0,eu nibh quisque id justo sit amet sapien dignissim vestibulum
Rosalinde Baradel,Female,103,11,General,true,poor teaching quality,3,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
Danny Lankford,Female,6,11,OBC,true,poor facilities,10,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
Husain Tiley,Male,12,10,ST,false,Lack of resources (books,1,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
Roberto Zmitruk,Male,110,11,ST,false,Lack of resources (books,0,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
Alexandre Pulver,Male,74,3,ST,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
Allin Rallinshaw,Male,45,4,General,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,1,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
George Lockhead,Female,3,2,OBC,false,etc.) Financial constraints Family issues (e.g.,9,non mi integer ac neque duis bibendum morbi non quam nec dui luctus
Blythe Beiderbeck,Female,93,12,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,9,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
Danie Turtle,Male,88,10,OBC,true,etc.) Financial constraints Family issues (e.g.,6,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
Eve Peebles,Polygender,51,3,SC,false,stationery,4,porttitor pede justo eu massa donec dapibus duis at velit
Udale Sizey,Male,90,12,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,1,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo
Willey McGilroy,Male,119,5,OBC,false,parental divorce,0,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
Hilario Bishell,Male,54,1,OBC,false,poor facilities,6,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
Henryetta Quincee,Polygender,88,10,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,2,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
Dehlia Celand,Female,75,6,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,4,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
Jessi Damrel,Polygender,22,12,General,true,depression,5,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
Libby Husband,Female,55,11,General,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,8,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
Aubert Saunt,Male,116,11,OBC,false,poor teaching quality,10,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
Silvester Passey,Male,33,3,OBC,false,stationery,9,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
Binny Cobley,Female,73,7,OBC,true,parental divorce,10,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
Blakeley Hudd,Female,30,1,OBC,true,etc.) Financial constraints Family issues (e.g.,3,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
Brendon Phizackarley,Male,104,9,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,4,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
Mahala Monery,Female,106,9,General,true,parental divorce,10,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
Taber Gullifant,Male,111,2,SC,true,depression,8,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
Jamey Haydon,Male,19,1,ST,false,poor facilities,10,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
Ellswerth Swinburne,Male,62,4,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,4,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
Tammy Hadgraft,Male,6,3,OBC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,9,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
Liv Bourdel,Female,64,4,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,4,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
Rahel Slate,Female,20,2,OBC,false,poor teaching quality,3,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
Leeland Lenoir,Agender,17,0,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,2,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
Loria Rubinsohn,Female,4,5,OBC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,5,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
Clo Bourthouloume,Female,84,11,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,5,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
Tab Maier,Male,29,3,SC,false,poor facilities,10,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
Davina Greed,Female,104,6,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,6,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
Thomasina Piechnik,Genderfluid,104,2,SC,false,stationery,10,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
Lauren Brommage,Male,14,6,General,false,poor facilities,7,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
Benjie Lethbury,Male,44,1,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,0,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
Far Schwant,Male,82,7,General,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,0,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
Jania Harding,Female,102,0,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,1,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
Jourdan Pardue,Female,72,5,ST,false,Lack of resources (books,1,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
Harold Fripps,Non-binary,80,11,OBC,true,poor teaching quality,3,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
Caren Feldstern,Female,1,6,OBC,false,poor facilities,6,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
Marya Kierans,Female,44,11,OBC,true,Lack of resources (books,4,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus
Waylen Durning,Male,48,6,ST,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
Anatollo Durbann,Male,115,4,ST,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,4,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
Raphael Haker,Male,101,8,OBC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,7,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
Lenci Houlson,Male,33,12,OBC,true,poor teaching quality,10,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
Wilmar Wilflinger,Male,111,1,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,5,malesuada in imperdiet et commodo vulputate justo in blandit ultrices
Alphonso McGinnis,Male,14,5,General,false,etc.) Financial constraints Family issues (e.g.,2,dapibus dolor vel est donec odio justo sollicitudin ut suscipit
Cherie Goulding,Female,68,9,SC,true,etc.) Financial constraints Family issues (e.g.,7,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
Deina Flamank,Female,101,8,ST,true,race,8,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
Corena Henri,Female,34,2,OBC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,6,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
Norri Grace,Female,45,9,General,false,race,0,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
Ignaz Wilkennson,Male,112,12,ST,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,3,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
Alene Theis,Female,17,11,General,false,poor facilities,3,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
Urban Mandres,Male,34,4,SC,false,depression,8,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
Leontine Crunden,Female,43,0,ST,true,race,1,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
Adrien Gullifant,Male,39,9,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,3,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
Myrta O'Henehan,Female,54,10,OBC,true,poor facilities,4,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
Cindie Pepineaux,Female,41,4,OBC,true,parental divorce,7,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
Meier Rowbotham,Genderfluid,82,10,SC,true,race,9,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
Royal Lefley,Male,53,2,OBC,true,Lack of resources (books,6,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
Robby Bauser,Female,114,0,OBC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,3,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
Zuzana Farrant,Female,118,3,ST,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,5,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
Gun Belfrage,Male,27,11,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,0,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
Archibaldo McFeat,Male,51,9,SC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,7,vestibulum quam sapien varius ut blandit non interdum in ante
Jeannie Sawforde,Female,97,1,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,10,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
Horatius Durnill,Male,13,9,General,true,etc.) Financial constraints Family issues (e.g.,10,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien
Leilah Bilbery,Female,82,9,OBC,true,poor teaching quality,5,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
Coriss Gorger,Female,61,1,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,10,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
Orland Dudenie,Male,29,10,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,3,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
Shell Davidovics,Female,51,9,SC,false,Lack of resources (books,0,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
Livvy Tuckie,Female,47,1,OBC,true,poor facilities,2,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
Slade Stracey,Male,36,12,ST,false,race,0,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
Simon Anniwell,Male,84,12,SC,false,poor teaching quality,5,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
Paola Coon,Female,115,12,ST,false,Lack of resources (books,3,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
Gar Gwatkin,Agender,59,7,General,false,race,10,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
Xerxes Peasegood,Male,56,1,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,6,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
Olly Stenyng,Male,85,12,OBC,false,Lack of resources (books,10,duis at velit eu est congue elementum in hac habitasse platea
West Layland,Male,94,2,SC,true,Lack of resources (books,9,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
Freedman Tweedlie,Male,94,10,General,false,Lack of resources (books,6,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
Everett Britton,Male,16,2,OBC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,5,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
Griffie Thewlis,Male,13,8,ST,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,7,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
Pammie Patters,Female,62,3,OBC,false,parental divorce,2,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
Rudy Grunguer,Male,94,4,ST,false,parental divorce,2,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
Latisha Marusic,Female,108,5,ST,false,etc.) Financial constraints Family issues (e.g.,9,eget congue eget semper rutrum nulla nunc purus phasellus in felis
Rania Ollet,Female,73,8,OBC,true,race,7,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
Dur Gurge,Male,65,9,OBC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,7,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
Julietta Mowson,Female,55,5,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,9,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
Starlene Creasy,Female,93,9,SC,true,race,5,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
Sheffy Nevinson,Male,25,9,General,false,poor facilities,6,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
Sherye Hulson,Female,6,11,OBC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,7,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
Ebony Joanic,Female,114,7,ST,true,stationery,2,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
Sigmund Slocumb,Male,88,9,OBC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,1,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
Xerxes Baukham,Male,101,9,SC,false,depression,0,amet diam in magna bibendum imperdiet nullam orci pede venenatis
Lynnea Woolager,Female,115,4,OBC,true,etc.) Financial constraints Family issues (e.g.,7,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
Darrelle Catling,Female,32,5,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,1,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
Cacilia Forsythe,Female,120,6,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,7,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
Elsworth de Grey,Male,37,2,SC,true,race,9,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
Obediah Marsay,Male,37,6,OBC,false,parental divorce,5,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
Peyter Kerfoot,Male,8,5,SC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,6,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
Rowney Bodley,Male,118,3,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,3,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
Riordan Howells,Male,95,3,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,8,nec sem duis aliquam convallis nunc proin at turpis a pede
Prinz Yitzovitz,Male,112,6,General,false,Lack of resources (books,0,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
Tiphany Studd,Female,120,5,SC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,1,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
Gaby Poleye,Female,66,2,ST,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,nonummy integer non velit donec diam neque vestibulum eget vulputate ut
Madel Wilson,Female,55,6,OBC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,0,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
Clarisse Shelmardine,Female,7,0,General,false,depression,8,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
Karrah Gilbank,Female,64,0,ST,false,stationery,4,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
Hal Huitt,Male,34,7,SC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,10,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
Jennica Tappin,Female,10,9,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,ac nibh fusce lacus purus aliquet at feugiat non pretium quis
Bride Cottie,Female,67,12,OBC,true,poor facilities,3,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
Kamila Penhale,Female,43,10,SC,true,poor teaching quality,9,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
Viviana Furphy,Female,89,8,OBC,true,poor teaching quality,5,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
Meriel Wotton,Female,115,2,SC,true,race,7,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
Francine O'Feeney,Female,56,2,OBC,false,stationery,0,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
Mauricio Fetterplace,Male,9,12,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,3,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
Megen Nelthorp,Polygender,94,2,SC,true,stationery,4,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
Teddie Tremouille,Male,27,11,SC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
Sashenka Wyper,Female,27,7,ST,true,stationery,5,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
Marketa Baylie,Female,39,9,ST,false,stationery,2,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
Humberto Feye,Male,21,1,SC,false,etc.) Financial constraints Family issues (e.g.,1,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
Jerrie Claasen,Male,96,0,OBC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,0,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
Orelia Scannell,Female,68,5,General,true,race,5,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
Bartlett Seabourne,Male,11,2,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,3,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
Carri Esterbrook,Female,95,9,SC,false,poor teaching quality,4,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
Nessy Legh,Female,22,10,SC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,6,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
Reeva Caldera,Genderfluid,80,9,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,5,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
Reginauld Krzysztofiak,Male,88,1,General,false,poor facilities,10,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
Irina Abilowitz,Female,109,6,OBC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,4,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
Emyle April,Female,95,10,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
Averil Jindra,Male,73,5,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,0,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
Carmelia Joost,Female,119,1,SC,true,stationery,5,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
Ninon Tolland,Female,72,7,SC,true,parental divorce,6,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
Haskel Cousen,Non-binary,45,11,ST,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,9,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
Farrah Treweela,Female,97,4,General,false,parental divorce,3,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
Rayner Thowless,Male,63,6,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,5,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
Amie Bartomieu,Non-binary,100,9,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,1,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
