Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Seward Lafford,Male,2/21/1967,108,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/27/2014,Commerce,1/6/2016
Cahra Aggio,Polygender,5/23/1965,75,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/29/1997,Commerce,8/28/2014
Edouard Wharf,Male,7/21/1941,54,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/14/2000,Arts,5/2/2002
Jerri Balleine,Male,11/17/1943,98,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/5/2014,Other,10/31/1998
Phoebe Harcase,Female,3/19/1933,49,11,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/25/2018,Other,8/13/2010
Gabbie Corballis,Male,9/15/2018,24,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/4/2011,Arts,7/12/1999
Rory Kinghorne,Male,8/6/1974,31,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/15/2014,Arts,9/4/2005
Randie Paver,Female,5/17/1932,47,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/28/1998,Other,7/25/2001
Kipper Carn,Male,4/28/1952,6,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/22/2007,Commerce,6/7/2002
Tate Pavic,Female,1/10/2006,1,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/15/1998,Arts,2/18/2023
Lloyd Thornhill,Male,8/17/1961,35,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/7/2014,Commerce,2/24/2003
Logan Addicott,Male,4/10/1978,82,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/30/2013,Commerce,1/19/2021
Halimeda Pilsbury,Female,5/17/1984,64,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/16/2001,Commerce,12/8/2001
Vanny Denley,Female,3/16/1924,86,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/26/2021,Arts,9/6/1997
Jeremie Belton,Male,5/12/1930,17,3,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/18/2013,Science,8/1/2013
Osborne Chue,Male,5/19/1953,28,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/27/1990,Arts,3/21/2006
Ancell Revance,Male,5/11/1967,114,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/2/2014,Other,9/1/2005
Winslow Beilby,Bigender,1/10/2008,102,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/17/1998,Arts,10/18/2004
Loutitia Lening,Female,6/9/1908,19,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/27/2008,Science,2/17/1993
Benedikt Leatt,Polygender,1/15/1946,46,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/14/2009,Science,4/22/2005
Ignazio Dellenbrook,Male,2/3/1965,33,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/20/2003,Other,7/31/2002
Shannan Sweed,Male,3/15/1906,73,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/22/2001,Science,10/3/1991
Lizzy Bullivant,Female,9/19/1940,44,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/5/2018,Commerce,8/22/2012
Margarette Kinnar,Female,3/15/1980,102,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/13/1992,Other,6/26/2012
Bernardine Summergill,Female,4/30/1942,31,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/15/2002,Arts,8/13/2011
Jasen Hanse,Male,10/12/1933,56,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/25/1991,Arts,11/25/2008
Feodora Kubat,Female,4/30/1950,116,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/9/1999,Other,10/21/2020
Lolly Hargie,Female,7/13/1971,35,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/2/1994,Commerce,9/22/2013
Manda Wallbank,Female,10/31/1971,112,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/25/1997,Other,12/2/2004
Reginald Izhakov,Male,1/1/2012,75,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/9/2018,Other,2/3/2016
Charita Minard,Non-binary,3/9/1959,80,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/4/2003,Arts,10/17/1998
Broderic Eynald,Male,1/28/1911,51,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/4/2015,Other,6/29/2001
Appolonia Goodricke,Female,8/14/1970,107,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/27/2016,Science,9/15/2010
Terri Deabill,Male,11/2/1945,114,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/13/2012,Arts,3/18/2020
Tony Goldhawk,Male,7/16/1918,59,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/19/2014,Commerce,4/17/1996
Jessie Nash,Male,5/8/1940,63,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/5/1999,Arts,12/17/2022
Alessandro Charte,Male,11/20/1991,119,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/27/1997,Science,3/1/2019
Ansley Fransson,Female,9/22/1902,116,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/4/1990,Commerce,7/8/2004
Leyla Rosebotham,Female,12/31/2002,97,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/5/2016,Arts,1/10/2000
Deanna Lowdyane,Female,12/17/1935,43,9,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/29/1997,Science,10/14/2000
Reg O'Rowane,Male,3/17/1996,3,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/5/2015,Commerce,10/10/2022
Tuck Edelston,Male,6/9/1968,35,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/1/2008,Science,2/5/2023
Kris Nelthorp,Male,6/23/1954,76,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/19/1995,Commerce,10/30/1994
Antoni Schwaiger,Male,5/3/1985,25,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/27/2002,Science,1/20/2009
Richardo Connikie,Male,9/1/2021,81,11,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/20/1998,Commerce,2/29/2004
Kerry Cavnor,Male,8/7/1945,100,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/29/2010,Science,2/28/2016
Horacio Du Hamel,Male,10/23/1912,85,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/19/2021,Commerce,8/31/2017
Munmro Guyan,Male,6/4/1915,88,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/3/1998,Arts,2/12/2021
Cynthie Delieu,Female,6/21/1998,2,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/23/2022,Other,10/30/2000
Jorrie Quickfall,Female,12/7/2002,29,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/19/1992,Arts,1/29/1992
Ivie Rozalski,Female,10/29/1929,43,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/16/2005,Other,6/16/2022
Ninnette Minot,Female,8/19/1914,113,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/19/1993,Commerce,12/9/2018
Dela Maccaddie,Female,8/24/1943,51,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/15/1992,Arts,5/11/1995
Dorothea Seywood,Female,5/4/1905,61,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/22/1993,Commerce,6/15/2007
Caresse Rudiger,Non-binary,5/22/1921,88,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/9/2008,Commerce,2/15/2014
Audrie Conford,Female,3/28/1962,37,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/1/1998,Commerce,11/23/2015
Demetris Edmans,Male,8/7/1955,64,10,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/3/1997,Commerce,11/24/2008
Barri Stanney,Male,8/31/2015,120,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/15/2008,Commerce,12/22/2006
Burt Hannent,Bigender,6/13/1977,52,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/30/1999,Commerce,6/20/2018
Gale McArthur,Female,7/28/2001,43,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/28/2014,Science,4/27/1993
Ethan Arundell,Male,10/6/1949,55,10,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/26/1990,Commerce,7/19/1994
Bernetta Simkin,Female,5/15/1903,28,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/26/1997,Arts,12/12/2022
Hunt Pasby,Male,5/3/1988,98,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/21/2023,Science,4/14/2006
Margaretha Bewick,Female,8/24/1971,62,5,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/6/2004,Arts,7/20/2020
Saul Reynoollds,Male,11/16/1986,23,8,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/4/2002,Science,2/4/2008
Emiline Averay,Female,3/13/1902,26,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/24/1990,Commerce,2/25/2000
Jane Cowderoy,Non-binary,4/15/1985,20,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/9/1997,Other,6/14/1999
Ernie Jancso,Male,7/3/2014,41,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/2/1997,Commerce,6/23/2002
Kimbra Durie,Female,2/12/1961,76,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/20/2020,Arts,1/13/2015
Jaime Stranahan,Female,8/22/2015,40,11,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/23/2004,Science,8/17/1997
Blanch Hebble,Female,1/15/1974,21,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/20/2007,Other,6/16/2023
Delly Garken,Agender,9/11/1953,32,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/13/1997,Arts,2/4/2020
Anallise Kummerlowe,Female,2/1/1972,18,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/10/2011,Science,4/28/2009
Gail Rotge,Female,3/26/1905,36,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/18/2021,Arts,3/20/2003
Pepito Jedrysik,Male,12/18/2020,86,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/11/2006,Arts,7/21/2003
Jerrold Chapell,Male,11/21/1910,1,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/20/1992,Arts,4/28/1993
Rosemary Stoaks,Female,8/20/1941,95,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/1993,Other,10/4/1997
Izaak Kilfedder,Male,1/20/2020,99,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/11/1996,Arts,5/11/2016
Vincenty Freckelton,Male,5/29/1971,115,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/9/1990,Science,9/11/2020
Pierrette Borman,Female,10/5/1976,56,5,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/30/1993,Other,5/26/2016
Maryanna Newson,Female,11/2/2013,59,12,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/9/2008,Other,11/17/1998
Katlin McGiffie,Female,5/14/1987,99,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/4/2012,Science,10/15/1995
Mendy Ferrieri,Male,7/27/1930,74,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/22/2008,Science,7/28/2007
Doralynne Chezier,Female,6/9/1964,118,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/26/2008,Science,9/20/2009
Leanora Wickman,Female,8/12/1924,51,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/18/2019,Science,1/6/2023
Auria Matyushkin,Female,2/23/2008,107,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/4/2014,Commerce,7/1/2021
Conrado Gourdon,Male,12/24/2011,40,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/21/2002,Arts,2/16/2013
Rolland Borgne,Male,2/3/1929,10,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/11/2000,Science,9/4/1992
Nevsa Cowpertwait,Female,8/7/1959,76,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/14/1991,Other,5/18/2003
Elvira Murty,Female,10/31/1926,93,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/8/2021,Commerce,4/24/2019
Rip Blanckley,Male,2/8/1963,92,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/7/2005,Science,10/31/2008
Casar Tidcombe,Male,9/15/2007,88,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/23/2015,Other,7/23/1998
Rene Matoshin,Male,2/10/1976,92,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/30/2013,Commerce,8/2/2009
Sandy Newick,Female,11/22/2020,63,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/15/2004,Commerce,11/3/2014
Chase Krabbe,Male,6/4/1909,55,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/30/2016,Other,12/9/2023
Ernaline Readie,Female,10/31/1934,69,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/9/1996,Science,10/5/2019
Becky Rolls,Female,4/1/1981,48,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/28/2019,Arts,12/21/2009
Lacie Burtenshaw,Female,4/4/1989,73,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/25/2020,Other,7/13/2007
Jerad Deluze,Genderfluid,10/17/1916,79,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/31/2021,Commerce,12/21/2014
Ardis Duchart,Female,1/10/2014,78,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/3/1995,Commerce,6/3/1994
Baily Bilovus,Male,7/18/1980,37,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/5/2020,Science,12/23/2017
Ellen Clunie,Female,8/25/1911,17,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/6/2013,Arts,6/11/2012
Sax Rodda,Male,9/15/2016,2,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/26/2022,Arts,2/23/1998
Arvie Lenox,Male,1/23/1985,11,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/26/1993,Science,10/14/2000
Renato Kirsche,Male,8/6/1995,65,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/12/2022,Arts,4/2/2019
Orelee Bruffell,Female,2/24/2011,114,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/1/2022,Arts,1/17/2015
Mara Shekle,Female,2/13/1913,96,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/20/2021,Other,6/4/2012
Allx Brusby,Female,12/25/1925,42,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/28/2004,Commerce,1/12/2001
Constantina Stockow,Female,3/6/1936,47,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/29/2017,Commerce,6/14/2009
Lanni Tomadoni,Female,11/30/1957,63,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/20/1992,Other,3/12/2017
Flynn Pennycuick,Bigender,7/8/2009,22,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/4/2013,Commerce,8/20/2008
Charis Zanelli,Female,11/21/1920,63,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/2/1996,Other,8/29/1995
Paola Cranmere,Female,7/27/2002,21,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/6/2005,Science,7/2/2016
Balduin Salthouse,Male,10/27/1914,13,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/8/1995,Commerce,6/24/2013
Abra Henriksson,Female,3/20/1965,110,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/4/1996,Commerce,12/15/1994
Cherish Cardwell,Female,5/12/1933,1,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/16/2021,Commerce,12/27/2008
Ravid Pease,Male,5/6/1936,47,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/25/1997,Other,7/14/2002
Rozella Boadby,Female,9/27/1934,60,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/9/1991,Science,10/30/1995
Janine Forstall,Female,9/5/1955,107,8,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/1/2001,Other,11/25/2019
Kiley Amburgy,Male,2/9/1933,116,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/9/1998,Arts,6/19/1995
Roxy Haylands,Female,9/11/1926,105,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/28/1990,Science,7/3/2003
Agosto Dow,Male,1/9/1913,117,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/5/2017,Science,9/14/2014
Arlen Bloom,Female,10/23/1920,113,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/19/1997,Other,6/6/1992
Vittorio Mounch,Male,12/29/1985,89,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/27/2000,Science,1/2/2009
Catlin Geeson,Female,11/19/1953,50,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/22/2017,Commerce,7/20/2019
Maggi Trewett,Female,12/16/2020,20,11,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/2/2003,Arts,10/10/1996
Dalia Favey,Female,9/17/1900,84,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/9/2015,Science,4/11/2001
Rickey Wisdom,Male,6/29/1963,82,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/14/2011,Science,2/11/2015
Ivonne Hitschke,Female,2/5/2014,76,12,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/15/2021,Other,10/15/2023
Jonie Petyakov,Female,7/7/2016,4,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/19/1991,Commerce,7/30/2000
Erika Keel,Female,6/25/1900,0,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/7/2011,Arts,3/30/2016
Angus Trevorrow,Male,8/3/2020,18,10,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/23/1996,Arts,6/10/2005
Verine Marishenko,Female,8/14/1904,68,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/18/2004,Arts,11/25/2022
